,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
IQGAP3,1,5,0,2,1,5,3,3,13,0,0,1
IRAK3,0,1,0,0,0,2,0,0,0,0,0,0
ITGA1,1,0,0,1,2,2,2,3,11,0,0,0
ITGB3,0,1,0,1,1,5,0,0,0,0,0,1
ITGB6,1,0,0,2,2,16,1,1,2,0,0,0
ITIH4,1,0,0,6,1,4,1,4,13,0,0,0
ITPR1,0,0,0,3,9,15,1,10,31,1,1,1
ITPR3,2,0,0,4,3,26,5,2,22,3,0,1
ITSN2,0,0,8,0,2,18,0,0,3,0,0,1
JAK1,0,0,1,1,2,5,5,0,1,1,1,0
JMJD7-PLA2G4B,0,1,6,3,1,7,2,3,15,0,0,0
KANK4,0,0,1,3,9,1,0,4,0,0,0,0
KCNK18,1,0,0,0,1,0,0,0,3,0,0,0
KCNK6,0,0,1,1,8,0,0,1,0,0,0,0
KCNN3,0,1,0,1,0,4,2,0,0,0,2,0
KCNQ1,1,0,0,1,1,2,1,1,9,2,3,2
KCNQ5,0,1,0,0,0,0,2,4,8,0,0,0
KDM6B,1,0,0,4,3,7,1,1,4,0,0,0
KIAA0100,1,0,0,5,3,23,0,2,3,0,0,1
KIAA0232,1,0,0,0,0,31,0,0,13,0,0,0
KIF14,1,0,0,1,1,11,0,0,3,0,1,0
KIF21A,2,0,0,1,0,10,1,1,1,0,0,0
KIF27,0,0,2,1,9,4,0,1,7,0,0,0
KIF6,0,1,0,9,1,4,0,0,0,0,0,2
KIR3DL1,0,0,2,349,134,2,1,1,18,0,0,0
KIR3DL2,0,1,0,4,35,2,0,0,63,0,0,0
KISS1R,0,0,2,0,0,5,0,0,8,0,0,0
KITLG,4,0,0,0,0,1,0,0,8,0,0,1
KIZ,0,1,0,0,1,1,0,0,0,0,0,0
KLHDC8B,1,0,0,1,0,0,1,0,0,0,0,0
KLK15,0,1,0,1,0,12,0,0,0,0,0,0
KLLN,0,0,5,0,0,1,0,0,0,0,1,0
KMT2C,0,0,1,7,5,30,9,11,12,0,0,5
KRT10,0,0,2,0,4,3,1,1,9,0,0,1
KRT18,0,0,1,69,63,3,41,64,1,2,0,4
KRT8,0,0,2,0,0,9,0,4,0,0,0,0
KRT83,0,0,33,0,0,1,1,0,0,0,0,0
KRT9,1,0,0,1,2,3,0,1,12,0,0,0
LAMA1,0,3,0,1,7,35,2,4,36,1,0,1
LAMA2,1,0,0,3,3,13,4,1,7,0,0,8
LAMB2,0,1,0,3,11,12,3,3,13,0,0,0
LAMB3,1,0,2,3,5,10,0,2,11,0,0,1
LARGE2,0,1,0,3,8,7,2,2,4,0,0,0
LBP,1,0,0,0,1,15,0,1,16,0,0,0
LEPR,1,0,0,1,4,3,1,2,1,2,0,0
LGI1,0,0,7,0,1,0,1,0,3,0,0,1
LMF1,0,1,0,0,2,7,2,0,8,0,4,44
LOXHD1,0,0,2,3,10,10,5,20,18,1,1,2
LOXL2,0,0,0,2,2,2,0,9,9,0,0,0
LPA,0,1,0,2,0,30,5,1,6,0,0,0
LPIN3,0,0,1,1,6,14,0,0,9,0,0,0
LRRC69,0,1,0,0,1,1,0,0,1,0,0,0
LRRFIP2,1,0,0,1,0,2,0,1,4,0,0,0
LTC4S,0,1,0,0,0,0,0,0,0,2,0,0
LTF,0,2,0,1,2,1,0,1,1,0,0,0
LTK,1,0,18,0,4,11,0,1,5,0,0,1
LUZP4,1,0,0,0,3,1,0,0,0,0,0,0
LZTR1,0,1,0,2,1,0,2,5,7,0,0,0
MACC1,0,0,0,1,3,2,0,1,1,0,0,0
MAN2B1,1,1,0,0,7,16,0,1,6,0,0,0
MANBA,2,0,0,1,5,2,0,0,3,0,0,1
MANSC1,0,2,0,1,6,3,0,0,11,0,0,0
MAP3K15,0,0,14,0,0,27,1,0,10,0,0,4
MAP3K6,0,0,8,0,4,3,1,4,0,0,1,1
MAP7D3,3,0,0,13,3,20,1,0,0,2,5,0
MAPRE2,0,0,6,0,0,1,0,0,0,0,0,0
MAPT,0,1,0,0,1,2,0,1,0,0,0,2
MARS,0,1,0,2,1,3,0,1,10,0,0,0
MATN4,0,0,2,1,0,3,1,4,0,0,0,0
MCEE,0,1,0,0,1,0,0,0,0,0,0,0
MCM3AP,0,1,0,13,7,6,1,9,36,0,1,1
MCM4,1,0,0,3,3,2,0,0,0,0,1,0
MCTP2,0,0,6,0,2,4,0,2,9,0,0,0
MEFV,0,1,0,2,0,5,1,1,1,0,0,0
MEGF11,1,0,0,1,3,11,0,2,2,0,1,0
MELTF,0,0,1,3,5,16,2,1,10,0,1,0
MEP1B,0,1,1,0,0,2,0,0,2,0,0,0
MEPE,1,0,0,0,0,0,2,0,1,0,1,0
MESP2,0,0,1,5,0,1,0,1,0,0,0,0
METTL23,1,0,0,0,0,6,0,0,0,0,0,0
MFGE8,0,0,1,0,0,12,1,0,5,0,0,0
MFRP,1,0,0,1,4,2,0,0,9,0,0,1
MFSD4B,0,0,1,1,0,0,2,2,0,0,0,0
MFSD8,1,0,0,0,3,0,0,0,0,0,0,0
MGAT4A,0,1,0,0,0,0,1,0,3,0,0,2
MGMT,0,1,0,1,0,0,1,1,1,0,0,0
MGP,1,0,0,0,0,1,0,0,0,0,0,0
MICAL2,0,1,0,1,0,18,2,0,2,0,0,0
MIR17HG,0,0,0,0,0,0,0,0,0,0,0,3
MLC1,1,0,0,0,1,9,0,0,1,0,0,0
MLF1,1,0,0,0,0,1,0,0,1,0,0,0
MLH3,0,0,1,0,0,9,0,1,12,0,0,1
MMEL1,2,0,0,1,0,24,2,3,20,2,0,0
MMP1,1,0,1,0,3,3,0,1,0,0,0,0
MMP10,0,0,2,1,4,6,1,0,1,0,0,0
MMP14,0,1,0,0,1,0,0,0,8,0,0,0
MMP7,1,0,0,1,1,0,0,0,0,0,0,0
MMP8,0,0,4,0,3,7,0,2,6,0,0,0
MMP9,1,0,0,0,2,12,0,3,0,0,0,0
MOCOS,0,1,0,2,5,5,0,4,13,0,0,2
MOK,0,1,0,2,0,2,2,0,0,0,1,0
MPDZ,1,0,0,3,7,28,1,7,12,0,0,0
MPG,1,0,3,0,0,0,0,1,3,0,1,1
MPI,1,0,0,2,0,1,0,0,2,0,0,0
MPP4,1,0,0,1,6,5,1,1,5,0,0,0
MR1,1,0,0,0,2,6,0,0,0,0,0,0
MRE11,0,2,0,2,0,3,0,0,17,0,0,2
MS4A12,0,0,14,1,1,6,0,1,0,0,0,0
MS4A2,0,0,2,0,0,1,0,0,0,0,0,1
MS4A6A,0,1,3,0,0,0,0,0,5,0,0,1
MSH3,2,0,0,2,2,5,1,0,15,0,0,0
MSH5,0,1,0,0,0,7,0,2,7,0,1,0
MSH6,0,0,2,7,2,4,1,2,3,0,1,8
MSMO1,1,0,0,0,0,1,1,0,0,0,0,0
MSRA,0,0,6,0,3,1,2,0,0,0,0,0
MST1,0,0,1,9,12,6,3,21,0,0,0,2
MST1R,0,1,0,0,3,7,4,2,14,1,0,1
MTFMT,0,1,0,1,0,0,1,0,3,0,0,0
MTMR2,0,2,0,1,3,0,3,1,0,0,0,6
MTMR8,0,1,0,4,3,11,0,2,0,0,0,0
MTUS1,0,0,14,0,3,19,0,2,13,2,0,3
MUC4,0,1,1,0,5,24,0,2,11,0,6,1
MUC6,0,0,3,2,3,6,1,4,27,1,0,1
MYBPC3,0,1,0,9,5,7,4,1,2,0,0,1
MYH13,0,0,3,3,1,10,2,4,29,0,1,1
MYH15,0,0,1,7,2,17,2,1,14,0,0,1
MYH2,2,0,1,1,3,2,4,5,2,2,1,0
MYH4,0,0,2,0,2,24,0,0,23,0,0,0
MYH6,1,0,0,2,11,15,4,8,22,1,0,2
MYH8,1,2,8,1,3,9,0,0,6,1,0,0
MYO15A,1,0,0,6,13,75,7,1,23,0,0,3
MYO1A,1,1,0,5,0,47,0,4,3,0,0,2
MYO3A,1,0,0,0,4,2,1,2,1,0,0,1
MYO6,0,1,0,1,3,13,0,0,10,0,0,0
MYO7A,0,0,2,8,17,30,1,8,46,0,1,5
MYO7B,1,1,0,3,7,21,5,5,2,1,0,1
MYOC,0,1,2,1,1,7,2,0,4,0,0,0
MYOF,1,0,0,2,3,38,2,3,12,0,0,7
MYPN,1,0,0,3,4,9,1,1,14,4,3,2
NAALADL2,0,1,0,1,2,5,1,13,1,0,0,0
NAIP,0,2,0,5,1,13,0,0,3,0,0,1
NAT1,0,0,2,0,1,16,0,0,2,0,0,0
NBAS,0,0,1,2,3,28,2,6,14,0,0,0
NBEAL2,0,0,1,17,8,9,0,2,7,0,0,0
NBN,0,4,0,1,0,24,0,1,3,0,0,0
NCAPD2,0,2,0,3,3,8,0,3,1,0,4,2
NCF4,0,2,0,0,0,6,1,0,1,1,0,0
NCOA3,0,0,2,6,2,9,0,0,8,0,0,1
NDOR1,1,0,2,2,1,5,1,0,0,0,0,0
NDUFAF6,1,0,0,0,1,2,0,0,5,0,0,0
NDUFB9,0,1,0,0,0,1,0,1,4,0,0,1
NDUFS2,1,0,0,0,0,0,0,0,4,0,0,0
NDUFS3,1,0,0,2,0,1,0,0,0,0,0,0
NDUFV3,0,1,1,0,0,3,0,1,0,0,0,0
NEB,0,0,3,19,18,63,7,14,15,1,0,11
NEBL,0,2,5,2,4,11,1,3,11,1,0,1
NEIL1,1,0,5,0,0,15,0,1,0,0,0,0
NEXN,1,0,0,1,0,4,0,0,1,0,0,0
NF1,1,0,0,2,0,9,0,3,16,0,0,0
NFS1,2,0,0,0,2,3,0,2,0,0,0,1
NIPSNAP3A,0,0,3,0,1,0,1,1,0,0,0,0
NLRP14,0,0,4,4,2,1,1,0,6,0,0,0
NLRP2,0,0,1,2,2,62,1,3,2,0,2,0
NLRP3,1,0,0,0,5,2,1,5,4,0,0,0
NLRP5,0,1,0,0,3,11,3,4,6,0,0,0
NLRP6,0,0,1,1,1,21,2,1,3,0,0,0
NLRP7,0,2,0,3,3,15,1,1,0,0,0,18
NLRP8,1,0,1,1,2,9,0,0,20,0,0,0
NLRP9,2,0,1,0,1,3,0,1,2,0,0,0
NLRX1,0,1,0,4,1,4,0,0,6,0,0,0
NME8,0,1,0,1,0,7,0,4,0,0,1,1
NMU,0,1,0,0,0,1,0,0,0,0,0,0
NOL3,0,1,1,0,0,0,0,1,1,1,0,0
NPC1,1,0,0,3,2,13,3,6,3,2,0,1
NPC1L1,0,1,0,1,6,10,1,1,12,0,0,0
NPFFR2,0,0,1,1,7,0,0,0,1,0,0,0
NPHP3,1,0,0,6,3,9,2,2,3,0,0,0
NPL,0,1,0,1,0,5,0,0,0,3,0,2
NPSR1,0,0,1,0,0,0,0,0,0,0,0,0
NQO2,1,0,0,0,0,0,0,0,1,0,0,0
NR1H4,0,1,0,0,1,17,1,1,16,0,0,0
NR1I3,1,0,0,1,0,0,0,1,3,0,1,5
NR2E3,1,1,0,2,6,11,1,0,1,0,0,0
NRCAM,1,0,0,1,4,5,1,1,0,0,0,0
NTHL1,0,0,2,1,1,4,0,1,0,0,0,0
NUBPL,1,0,0,0,0,20,0,0,0,0,0,2
NXNL1,0,0,1,0,0,2,0,0,8,0,0,0
OAS1,1,2,0,1,0,1,0,7,1,0,0,0
OAS2,1,0,0,0,1,4,0,0,6,0,0,0
OAZ1,0,0,2,2,5,23,0,2,0,0,0,0
OBSCN,1,1,19,21,47,70,7,21,43,2,5,7
OBSL1,0,0,16,5,0,14,6,2,19,0,0,4
OPLAH,1,0,0,4,7,13,2,1,6,0,1,0
OPN1SW,1,0,0,2,1,2,0,0,3,0,0,0
OPN4,0,0,2,2,2,3,0,2,3,0,0,0
OPRK1,1,0,0,1,0,0,4,1,2,0,0,0
OPTC,0,1,0,1,1,3,0,1,1,0,0,0
OPTN,1,1,0,0,0,0,0,0,2,0,0,1
OR10X1,0,1,0,1,1,7,0,0,4,0,0,0
OR8K3,0,0,1,0,1,0,0,0,0,0,0,0
ORC6,0,0,1,2,0,1,2,0,0,0,3,9
OTOG,2,0,5,4,5,34,0,10,16,0,0,0
OTOGL,1,0,0,5,7,25,5,2,5,0,0,0
OVGP1,0,1,0,2,0,2,0,0,0,0,0,0
P2RX2,0,0,4,0,2,1,0,1,0,0,0,0
P2RX5,2,0,0,4,0,1,1,1,2,0,0,0
P2RY4,0,0,6,1,0,0,0,0,2,0,0,0
PAH,1,0,0,2,4,9,0,0,1,0,0,0
PANK2,1,0,0,3,0,0,0,0,9,0,0,0
PAPSS2,1,0,0,0,0,3,0,1,22,0,0,0
PARP2,0,1,0,1,2,1,0,0,10,0,0,0
PARP3,0,0,1,0,5,5,1,1,0,0,0,0
PARP4,0,0,1,0,5,19,1,5,4,0,0,2
PASK,0,1,4,3,8,25,3,3,3,1,0,3
PCDHA3,1,0,0,0,0,5,1,0,6,0,0,0
PCDHB16,0,2,0,1,0,41,0,2,2,1,0,1
PCDHGB4,1,0,0,2,1,12,1,2,8,0,0,0
PCK2,1,1,1,4,6,11,0,2,3,0,0,1
PCM1,0,0,5,3,13,19,3,0,20,1,1,0
PCNT,1,0,0,11,11,23,3,2,16,0,0,0
PCSK5,1,0,0,5,2,5,1,0,10,0,0,0
PCSK7,1,0,1,0,0,8,0,0,10,0,0,0
PCYT1A,1,0,0,1,0,1,0,2,0,0,0,0
PDE11A,0,0,12,1,0,22,1,1,1,1,0,0
PDE6A,1,0,0,2,1,12,2,0,19,0,2,3
PECR,0,0,1,3,0,0,0,0,6,0,1,3
PER3,2,1,0,4,43,4,2,2,11,0,0,5
PEX1,0,1,0,0,1,5,0,1,11,0,2,0
PEX19,0,1,0,0,0,4,1,1,8,0,0,2
PEX3,1,0,0,0,0,0,0,0,0,0,0,0
PEX7,0,1,0,0,0,1,0,1,2,0,0,0
PFKFB1,4,0,0,0,0,1,2,0,8,0,0,0
PFKL,1,0,0,2,3,6,1,1,25,0,0,3
PHF2,0,1,0,1,1,7,3,1,15,0,0,4
PHKA1,1,0,0,0,2,7,0,0,0,0,0,2
PHKB,0,1,1,0,3,16,0,0,2,0,2,2
PI3,1,0,0,0,0,2,0,6,0,0,0,0
PI4KA,0,0,1,6,1,3,0,1,18,0,0,1
PIBF1,1,0,0,4,0,9,0,0,5,0,0,0
PIEZO1,0,1,0,11,12,50,3,13,35,0,0,1
PIGN,2,0,0,1,4,8,0,1,7,0,0,0
PIGQ,1,0,0,0,1,17,0,3,6,0,0,4
PIGW,0,1,0,0,0,0,3,0,0,0,0,0
PIK3C2G,0,0,8,1,6,22,0,0,10,0,1,0
PIP5K1B,1,0,0,2,1,0,3,4,15,0,0,1
PIR,0,1,0,0,0,0,0,0,0,0,0,0
PIWIL3,0,5,0,0,3,10,0,0,1,0,0,0
PKD1L1,0,4,0,4,7,62,3,3,37,0,0,1
PKHD1,1,0,2,9,12,43,1,3,6,1,0,4
PKHD1L1,1,3,2,6,9,34,3,1,18,0,1,0
PLA2G2A,0,1,0,0,1,6,0,0,0,0,0,0
PLA2G7,0,1,0,1,1,0,0,0,0,0,0,0
PLEKHA1,0,0,1,0,1,5,0,1,0,0,0,0
PLEKHG4,1,0,0,4,2,9,2,6,3,0,0,0
PLSCR3,1,0,0,1,5,0,1,0,6,0,0,0
PLTP,3,0,0,4,3,9,0,3,6,0,0,1
PNKP,0,0,4,3,1,1,1,2,9,0,2,2
PNMT,1,0,0,1,2,3,1,0,0,0,0,0
PNPLA3,0,1,0,1,1,16,0,2,0,0,1,1
POC1B,1,0,0,1,0,1,0,1,0,0,0,0
POLE2,1,0,0,0,1,0,1,0,3,0,0,1
POLI,2,0,0,1,0,3,0,0,0,0,0,0
POLN,1,0,2,2,2,4,0,0,3,0,0,0
POLQ,0,0,14,2,6,25,0,1,2,0,0,0
POLR2L,1,0,0,0,0,0,0,0,0,0,0,0
POMC,0,0,8,0,1,32,0,0,0,0,0,0
POMGNT1,0,0,4,3,3,0,0,0,1,0,0,0
POMK,0,2,0,1,0,0,1,0,0,0,0,0
PON1,0,0,1,2,0,10,0,0,2,0,0,0
PON3,0,1,2,1,1,0,1,2,1,0,0,0
POU5F1B,0,0,0,1,0,6,1,0,6,0,0,0
POU6F2,0,1,0,4,0,7,2,1,12,0,0,1
PPP1R3A,0,0,4,2,2,2,0,7,0,0,0,0
PPP2R1B,0,0,1,1,1,19,0,0,0,0,0,0
PRAMEF2,0,6,1,7,5,40,0,4,2,0,0,0
PRKDC,0,2,0,7,14,34,4,4,10,1,0,5
PRMT7,1,0,0,3,1,18,1,2,1,0,0,0
PRMT9,1,0,0,0,0,4,0,0,7,0,0,0
PROK1,0,1,0,0,1,0,0,1,0,0,0,0
PROM1,1,0,0,2,4,2,3,0,3,0,0,0
PROP1,0,1,0,0,0,2,0,0,0,0,0,0
PRR16,1,0,0,1,0,10,0,0,0,1,0,0
PRSS1,0,1,0,2,66,10,1,17,34,0,7,3
PRSS12,0,1,6,0,2,3,0,0,11,0,0,0
PRX,1,0,0,4,7,17,0,1,0,1,0,0
PSMA7,0,1,0,0,1,0,0,0,0,0,0,0
PSPH,0,14,0,0,0,59,0,0,46,0,17,215
PTCH2,0,1,0,1,2,0,2,0,4,0,2,2
PTCHD3,0,0,5,2,4,12,3,0,15,0,2,0
PTH2R,0,0,1,0,0,5,0,1,21,0,0,0
PTPN13,0,1,0,4,2,29,1,2,6,0,3,1
PTPN22,0,3,2,0,0,6,0,0,6,0,0,0
PTPRCAP,1,0,0,0,0,12,0,0,3,0,0,0
PTPRQ,1,1,0,6,2,13,1,4,9,0,0,5
PYGM,0,1,0,1,3,7,1,0,4,0,0,0
PZP,0,3,0,1,3,21,0,1,6,0,0,0
RAB25,0,0,1,1,0,0,0,1,1,0,0,0
RAB40AL,0,3,0,0,0,0,0,0,0,0,0,0
RAD54L,0,2,0,1,2,3,1,0,0,0,0,0
RBM43,0,0,7,0,0,0,0,0,0,0,0,0
RECQL,1,0,0,1,1,0,0,0,0,0,0,0
RECQL4,0,1,0,4,11,23,3,12,70,0,2,1
RECQL5,0,1,130,1,1,15,0,4,3,0,0,0
RFX5,1,0,0,0,2,3,0,0,1,0,0,2
RFX8,0,0,1,0,3,0,0,1,1,0,1,1
RGR,1,0,0,0,0,3,1,1,2,0,0,0
RGS9,0,1,0,1,1,6,0,4,7,0,0,0
RINT1,1,0,0,0,10,0,0,1,0,0,0,0
RIPK3,0,0,1,1,1,3,1,0,0,0,0,2
RIPK4,0,0,6,1,4,8,0,4,0,0,1,0
RIT2,1,1,0,0,0,0,0,0,0,0,0,0
RMDN2,1,1,0,0,4,0,0,0,1,0,0,0
RNASEH2A,0,1,0,1,1,0,0,0,0,0,0,0
RNASEL,1,0,4,1,0,6,0,0,12,0,0,0
RNF168,0,0,1,1,2,14,1,0,0,0,0,0
RNLS,0,0,1,0,1,5,0,1,0,0,0,0
ROPN1L,0,0,4,1,2,3,0,2,0,0,0,0
RORC,0,0,1,1,0,3,2,0,7,0,0,0
ROS1,1,1,0,0,3,14,0,1,16,1,1,2
RP1L1,0,0,2,1,4,4,1,0,5,0,0,0
RPGRIP1,2,0,0,1,1,7,0,2,2,0,1,0
RPSA,0,0,1,0,0,0,0,0,0,0,0,0
RRAS,0,1,0,0,0,13,0,0,2,0,0,0
RSPH1,2,0,0,0,1,1,0,0,6,0,0,1
RYR1,0,1,0,9,13,31,14,18,32,1,2,3
SAA1,0,0,1,0,0,0,0,1,0,0,0,0
SACS,1,0,0,5,4,36,5,4,11,0,0,3
SARDH,1,0,0,2,4,60,4,3,11,0,0,0
SASS6,0,0,1,0,0,3,0,0,2,0,0,0
SBDS,0,0,4,0,0,5,1,0,3,0,0,0
SCARB2,1,0,0,1,1,1,0,0,0,0,0,1
SCLT1,0,1,0,1,1,5,0,0,12,0,0,0
SCN10A,1,0,0,8,7,27,0,3,17,0,2,10
SCN4B,1,0,0,0,0,0,0,0,1,3,23,16
SCN9A,0,1,0,0,8,19,0,2,0,0,0,0
SCNN1A,1,0,0,0,2,5,1,1,3,0,0,4
SCNN1D,0,0,2,1,4,38,1,4,13,0,0,0
SCO2,0,0,1,1,3,0,0,0,2,0,0,0
SCUBE2,1,2,0,2,2,9,0,0,5,0,0,0
SDR39U1,0,0,1,1,0,6,0,0,12,0,0,0
SEC23B,1,0,0,2,4,0,0,1,3,0,1,1
SEC24D,1,0,0,0,1,8,6,2,3,0,0,0
SEC63,1,0,0,3,4,0,3,1,0,0,1,1
SELENON,0,0,1,3,6,1,1,2,2,0,0,0
SELENOP,0,1,0,0,3,24,1,1,2,0,0,1
SELP,0,1,0,1,0,2,0,1,9,1,0,0
SEMA4G,1,0,0,2,4,18,0,2,1,0,0,5
SEMG1,0,0,1,3,4,8,3,3,12,0,0,2
SEPSECS,0,2,0,2,0,0,1,1,1,0,0,2
SERPINA3,0,0,1,1,1,10,0,0,13,0,0,17
SERPINB11,2,0,0,2,0,8,0,0,1,0,0,0
SERPINB4,0,0,1,1,1,3,0,0,0,0,0,0
SESN2,0,0,1,2,0,4,2,0,15,0,0,0
SFTPA2,0,0,1,2,0,3,0,0,2,0,0,0
SH2B1,1,0,0,1,4,0,1,2,5,0,0,0
SH3BP2,1,0,2,3,15,2,1,35,11,0,0,0
SH3PXD2B,0,0,1,2,16,4,1,1,22,0,0,0
SH3TC2,0,2,0,0,12,30,1,2,6,0,1,0
SHANK3,0,1,0,0,2,13,9,4,19,0,1,3
SHMT1,1,0,0,1,0,2,0,1,1,0,0,0
SI,0,2,0,1,6,16,1,2,4,0,0,5
SIGLEC12,0,2,0,1,0,1,0,0,3,0,0,0
SIL1,0,1,0,0,0,7,0,2,0,0,0,3
SIRT5,0,0,1,0,1,2,0,1,0,0,2,0
SLC11A1,1,0,0,4,2,5,0,4,3,0,1,0
SLC14A2,0,0,1,0,5,8,2,0,9,3,0,1
SLC17A3,0,1,0,0,0,0,0,6,0,0,0,0
SLC22A12,2,0,0,0,6,0,0,3,9,0,0,0
SLC22A14,0,0,6,1,5,31,1,2,6,0,0,1
SLC24A1,0,3,0,2,6,5,0,1,2,0,0,0
SLC25A39,1,0,0,1,2,0,1,0,3,0,0,1
SLC25A43,0,1,0,0,0,0,1,0,0,0,0,0
SLC25A5,157,102,0,918,164,300,655,300,280,100,0,0
SLC26A2,0,1,0,0,2,2,0,0,3,0,0,0
SLC26A6,1,0,0,0,2,9,2,0,6,0,0,0
SLC28A2,0,0,1,2,2,5,0,1,1,0,0,0
SLC39A4,1,0,1,1,3,6,1,0,5,0,0,0
SLC39A5,0,6,0,1,1,0,0,1,2,0,0,0
SLC46A1,1,0,0,1,3,5,0,0,8,0,0,0
SLC4A3,0,1,0,0,4,16,2,9,11,0,0,1
SLC5A11,0,0,1,0,1,3,1,1,0,0,1,1
SLC5A5,1,0,0,2,0,0,0,0,9,1,0,0
SLC6A18,0,1,2,2,0,22,1,0,1,0,0,0
SLC6A19,0,1,0,1,3,2,1,1,6,0,0,0
SLC6A20,0,1,2,0,0,2,1,1,7,0,0,0
SLC7A2,1,0,0,0,4,6,0,0,0,0,0,1
SLC9A9,1,0,1,2,0,5,1,3,2,0,0,0
SLCO1B1,1,0,0,1,1,0,0,0,0,1,1,0
SLCO1B3-SLCO1B7,0,3,1,0,1,5,1,0,2,0,0,0
SLCO5A1,1,0,0,2,2,7,0,0,0,0,0,0
SLFN5,0,1,5,1,1,8,0,1,29,0,0,1
SLX4,2,0,0,4,7,19,4,6,1,0,0,0
SMAD6,0,1,0,1,4,0,0,2,0,0,0,0
SMARCA2,0,2,0,2,4,3,2,2,14,2,0,0
SMARCAL1,0,1,0,2,2,2,1,0,1,0,0,0
SMIM1,0,0,4,0,0,0,0,0,1,0,0,0
SP100,0,0,2,4,1,1,1,1,3,0,0,11
SPAG16,0,0,2,1,1,5,1,1,0,0,0,0
SPATA21,0,1,0,0,0,3,0,0,0,0,0,0
SPATA31C1,5,1,5,0,1,26,2,0,1,0,0,9
SPDL1,0,0,2,0,2,7,0,0,0,0,0,0
SPG11,1,0,0,6,5,15,1,8,6,2,0,4
SPG7,0,2,0,3,1,8,1,0,5,1,2,0
SPRTN,0,0,1,0,0,0,0,1,1,0,0,0
SPTA1,1,0,0,4,8,33,2,3,11,0,1,0
SPTBN5,2,3,7,7,13,75,3,21,34,0,3,4
SRD5A3,0,1,0,0,0,0,1,0,1,0,0,0
SREK1,1,0,0,0,0,1,0,1,0,0,0,0
SSX1,0,2,0,1,1,4,1,0,0,0,0,0
ST6GALNAC1,0,1,0,2,4,0,2,1,2,0,0,0
ST6GALNAC2,0,0,2,0,1,1,0,1,1,0,0,0
STAC3,0,1,0,0,0,1,0,0,3,0,0,0
STARD9,0,0,1,6,2,50,5,7,4,1,0,0
STEAP3,0,4,0,1,2,16,1,1,0,0,0,0
STK10,0,0,1,1,7,10,3,0,18,0,0,0
STK11IP,1,0,3,1,1,6,1,0,1,0,0,0
STK32A,1,1,0,0,2,0,0,0,0,0,0,2
STOX1,1,0,0,1,2,3,1,8,16,0,0,0
SUCLG2,0,1,0,2,0,3,0,0,0,0,2,0
SULT1C2,1,0,0,0,0,7,0,0,0,0,0,0
SULT1C3,0,0,0,0,0,2,0,1,0,0,1,0
SUMO4,0,0,5,0,0,0,0,0,0,0,0,0
SUPT3H,0,0,1,0,0,0,0,1,0,0,0,0
SURF1,1,0,0,1,2,1,2,0,1,0,0,0
TACR1,0,3,0,2,0,0,0,0,0,0,0,3
TADA2A,1,0,0,0,0,1,0,0,0,0,1,0
TAP1,0,1,0,2,0,5,0,0,1,0,0,0
TAS1R1,0,0,1,0,2,43,2,3,0,0,0,0
TAS1R3,0,1,0,4,12,5,1,5,3,0,0,0
TAS2R19,0,111,0,90,140,708,0,75,0,0,157,5
TAS2R43,0,4,0,0,0,787,0,0,925,3,0,28
TBCE,0,3,0,0,1,4,0,0,1,0,0,0
TBCEL-TECTA,1,0,0,4,4,15,4,13,10,0,0,0
TCIRG1,0,2,0,0,4,10,0,1,27,0,0,0
TCL1B,1,0,0,0,0,0,0,0,1,0,0,0
TCTE1,1,0,0,1,1,30,0,0,0,0,0,0
TET2,1,0,0,0,0,17,1,1,2,0,0,0
TEX13B,0,0,2,0,1,0,0,0,0,0,0,0
TEX14,1,0,0,2,4,5,2,0,5,0,0,2
TGM4,0,0,1,0,1,2,0,0,1,0,0,0
TGM6,0,2,1,0,4,15,0,0,8,0,0,1
TLE6,1,0,0,5,1,6,3,4,0,0,0,0
TLR1,0,0,3,1,0,14,0,2,5,0,0,0
TLR5,0,0,3,1,1,5,0,0,1,0,0,0
TLR9,0,2,0,3,0,0,0,0,5,0,0,0
TM4SF19,2,0,0,0,0,20,0,0,0,0,0,0
TMC3,0,1,0,0,1,1,0,1,9,0,0,1
TMC8,1,0,1,1,0,22,0,0,10,0,1,2
TMEM8A,0,1,0,6,3,10,0,2,20,0,0,1
TMLHE,0,2,0,0,0,4,0,0,2,1,0,0
TMPRSS15,1,0,1,0,1,4,0,0,1,1,0,3
TMPRSS3,0,1,0,4,4,4,0,1,1,3,4,28
TMPRSS5,0,1,0,1,0,5,0,1,12,0,0,0
TMPRSS6,0,1,0,1,4,2,2,7,1,0,0,2
TNFRSF10B,1,0,0,0,0,0,1,3,2,2,0,20
TNFRSF13B,2,0,0,0,0,6,0,2,0,0,0,0
TNFRSF4,1,0,0,1,0,6,2,2,0,2,0,0
TNFSF15,3,0,0,0,6,2,0,0,0,1,0,2
TOP1MT,0,1,0,2,1,8,0,3,6,2,0,0
TOP3A,1,0,0,2,1,5,2,1,6,0,0,0
TOR1AIP1,0,0,1,1,1,15,0,1,0,0,0,0
TP53AIP1,0,0,3,0,1,0,0,1,0,0,1,0
